Orphanet;MeSH;OMIM;MedDRA;UMLS;ICD-10
ORPHA:284454;-;-;-;C0730298;-
ORPHA:284460;-;-;-;-;-
ORPHA:284786;-;-;-;-;-
ORPHA:284790;-;-;-;-;-
ORPHA:284804;-;-;10065276;C0078917;E70.3
ORPHA:284811;-;-;-;-;E70.3
ORPHA:284814;-;-;-;C0268461;E70.1
ORPHA:284818;-;-;-;-;E70.2
ORPHA:284963;-;154700;-;-;Q87.4
ORPHA:284973;-;610168;-;C2931058;Q87.4
ORPHA:284979;-;-;-;-;Q87.4
ORPHA:284984;-;613795;-;-;-
ORPHA:284993;-;-;-;-;-
ORPHA:285014;-;-;-;-;I71.2
ORPHA:285657;-;-;-;-;-
ORPHA:289098;-;-;-;-;-
ORPHA:289103;-;-;-;-;-
ORPHA:289157;-;264700;-;C0268689;E55.0
ORPHA:289176;-;241520;-;-;E83.3
ORPHA:289266;-;613971;-;-;E72.1
ORPHA:289290;-;614300;-;-;E72.1
ORPHA:289307;-;614105;-;C3279840;E71.1
ORPHA:289326;-;159580;10044696;C0030481;G04.1
ORPHA:289347;-;-;-;-;L30.3
ORPHA:289356;-;-;-;-;C56
ORPHA:289362;-;-;-;-;C22.7
ORPHA:289365;-;610878;-;-;N13.7
ORPHA:289377;-;611705;-;C2673677;G71.8
ORPHA:289380;-;255600;10064584;C1611706;G71.8
ORPHA:289385;-;-;-;-;-
ORPHA:289390;-;270150;-;-;M35.0
ORPHA:289465;-;136000;-;-;Q82.8
ORPHA:289478;-;-;-;-;-
ORPHA:289483;-;300858;-;-;-
ORPHA:289494;-;-;-;-;-
ORPHA:289499;-;269400;-;-;-
ORPHA:289504;-;614265;-;C3280314;E71.1
ORPHA:289513;-;-;-;-;Q93.5
ORPHA:289522;-;-;-;-;Q99.8
ORPHA:289527;-;-;-;-;-
ORPHA:289539;-;614327;-;-;-
ORPHA:289548;-;-;-;-;E27.1
ORPHA:289553;-;615102;-;-;Q87.8
ORPHA:289560;-;614298;-;-;G23.0
ORPHA:289573;-;-;-;-;-
ORPHA:289586;-;607936;-;C1838440;Q80.8
ORPHA:289596;-;-;-;-;D10.6
ORPHA:289601;-;211800;-;-;-
ORPHA:289635;-;-;-;-;-
ORPHA:289638;-;-;-;-;-
ORPHA:289644;-;-;10068349;C2363744;-
ORPHA:289651;-;-;-;-;-
ORPHA:289656;-;-;-;-;-
ORPHA:289661;-;-;-;-;C83.3
ORPHA:289666;-;-;10065039;C3472614;C83.3
ORPHA:289682;-;-;-;-;-
ORPHA:289685;-;-;-;C1302808;-
ORPHA:289829;-;-;-;-;E70.8
ORPHA:289832;-;-;-;-;E72.3
ORPHA:289841;-;-;-;C0342669;E72.8
ORPHA:289846;-;266130;-;-;D55.1
ORPHA:289849;-;231900;-;C1856399;D55.1
ORPHA:289857;-;605899;-;C0751748;E72.5
ORPHA:289860;-;605899;-;-;E72.5
ORPHA:289863;-;617301;-;-;E72.5
ORPHA:289866;-;-;-;-;E72.8
ORPHA:289869;-;-;-;C0342690;E72.4
ORPHA:289877;-;-;-;-;P74.8
ORPHA:289891;-;606664;-;C1847720;E72.1
ORPHA:289899;-;-;-;-;-
ORPHA:289902;-;-;-;C3696376;E71.1
ORPHA:289916;-;251000;-;C1855114;E71.1
ORPHA:290836;-;-;-;-;-
ORPHA:290839;-;-;-;-;-
ORPHA:290842;-;-;-;-;-
ORPHA:290849;-;-;-;C0018671;-
ORPHA:293144;-;119800;-;-;Q66.8
ORPHA:293150;-;119800;-;-;Q66.8
ORPHA:293165;-;607655;-;-;Q82.8
ORPHA:293168;-;607225;-;C2931441;G12.2
ORPHA:293173;-;-;10048799;C0877055;-
ORPHA:293181;-;614959;-;-;-
ORPHA:293190;-;-;-;-;-
ORPHA:293199;-;-;-;C0334480;C49.9
ORPHA:293202;-;-;10015099;C0205944;C49.9
ORPHA:293208;-;-;-;-;I77.4
ORPHA:293284;-;-;-;-;E70.1
ORPHA:293355;-;-;-;-;E71.1
ORPHA:293375;-;-;-;-;H18.5
ORPHA:293381;-;122400;-;C1852551;H18.5
ORPHA:293462;-;-;-;C0339282;H18.5
ORPHA:293603;-;217700;-;C1857569;H18.5
ORPHA:293621;-;300779;-;C2749049;H18.5
ORPHA:293633;-;614438;-;-;Q87.8
ORPHA:293642;-;-;-;-;-
ORPHA:293707;-;300895;-;-;Q87.8
ORPHA:293725;-;604314;-;C1858538;Q87.8
ORPHA:293807;-;-;-;-;-
ORPHA:293812;-;-;10048796;C0877391;-
ORPHA:293815;-;-;-;-;-
ORPHA:293822;-;614456;-;-;-
ORPHA:293825;-;613673;-;-;D64.4
ORPHA:293830;-;-;-;-;D64.4
ORPHA:293838;-;-;-;-;-
ORPHA:293843;-;248340;-;-;Q87.8
ORPHA:293848;-;600274;-;-;G31.0
ORPHA:293864;-;615710;-;C2748662;Q45.8
ORPHA:293888;-;107970;-;-;I42.8
ORPHA:293899;-;107970;-;-;I42.8
ORPHA:293910;-;107970;-;-;I42.8
ORPHA:293925;-;614416;-;-;Q87.5
ORPHA:293936;-;614303;-;-;-
ORPHA:293939;-;300815;-;-;Q99.8
ORPHA:293948;-;-;-;-;Q93.5
ORPHA:293955;-;614458;-;-;-
ORPHA:293958;-;614187;-;-;-
ORPHA:293964;-;240900;-;-;-
ORPHA:293967;-;-;-;-;-
ORPHA:293978;-;615577;-;-;-
ORPHA:293987;-;-;-;-;-
ORPHA:294016;-;614261;-;-;Q87.8
ORPHA:294023;-;614328;-;-;-
ORPHA:294026;-;-;-;-;Q92.3
ORPHA:294049;-;-;-;-;Q74.8
ORPHA:294057;-;-;-;C0027960;-
ORPHA:294060;-;-;-;C0265261;Q79.8
ORPHA:294415;-;208540;-;C2673883;-
ORPHA:294422;-;-;-;-;-
ORPHA:294925;-;-;10001926;C0002447;Q73.0
ORPHA:294927;-;-;-;-;-
ORPHA:294929;-;-;-;-;-
ORPHA:294931;-;-;-;-;-
ORPHA:294935;-;-;-;-;-
ORPHA:294937;-;-;-;-;-
ORPHA:294939;-;-;-;-;-
ORPHA:294942;-;-;-;-;-
ORPHA:294944;-;-;10024500;C0206762;-
ORPHA:294947;-;-;-;-;Q68.1
ORPHA:294949;-;-;-;-;-
ORPHA:294951;-;-;-;-;-
ORPHA:294953;-;-;-;-;-
ORPHA:294955;-;-;-;-;-
ORPHA:294957;-;-;-;-;-
ORPHA:294959;-;-;-;-;-
ORPHA:294961;-;-;-;-;-
ORPHA:294963;-;-;-;C0265259;-
ORPHA:294965;-;-;-;-;Q68.8
ORPHA:294967;-;-;-;-;Q71.0
ORPHA:294969;-;-;-;-;Q72.0
ORPHA:294971;-;-;-;-;Q73.0
ORPHA:294973;-;-;-;-;Q71.8
ORPHA:294975;-;-;-;C0031575;Q71.1
ORPHA:294977;-;-;-;-;Q72.1
ORPHA:294979;-;-;-;C1306663;Q71.2
ORPHA:294981;-;-;-;-;Q72.2
ORPHA:294983;-;-;-;-;Q71.3
ORPHA:294986;-;-;-;C0265624;Q72.3
ORPHA:294988;-;-;-;-;Q71.3
ORPHA:294990;-;-;-;-;-
ORPHA:294992;-;-;-;-;-
ORPHA:294994;-;-;-;-;-
ORPHA:294996;-;-;-;-;-
ORPHA:294998;-;-;-;-;-
ORPHA:295000;-;217100;-;-;Q79.8
ORPHA:295002;-;-;-;-;Q74.8
ORPHA:295004;-;-;-;C0431903;Q69.0
ORPHA:295006;-;-;-;-;-
ORPHA:295008;-;-;-;-;-
ORPHA:295010;-;-;-;-;-
ORPHA:295012;-;-;-;-;Q70.1
ORPHA:295014;-;-;-;C0265610;Q68.1
ORPHA:295016;-;114200;-;-;Q68.1
ORPHA:295018;-;-;-;C0265661;Q74.2
ORPHA:295020;-;-;-;-;Q74.2
ORPHA:295022;-;-;-;-;Q74.2
ORPHA:295024;-;-;-;-;Q74.0
ORPHA:295026;-;-;-;-;Q74.0
ORPHA:295028;-;-;-;-;Q74.2
ORPHA:295030;-;-;-;C0265562;Q68.8
ORPHA:295032;-;-;-;C0265561;Q68.8
ORPHA:295034;-;-;10010520;C0265669;Q68.2
ORPHA:295036;-;-;-;C0345360;Q74.1
ORPHA:295038;-;-;-;-;-
ORPHA:295041;-;-;-;-;-
ORPHA:295044;-;-;-;C0574044;Q74.0
ORPHA:295047;-;-;-;C2931596;Q74.2
ORPHA:295049;-;-;-;C0575518;Q74.0
ORPHA:295051;-;-;-;-;Q74.2
ORPHA:295053;-;-;-;-;-
ORPHA:295055;-;-;-;-;-
ORPHA:295057;-;-;-;-;-
ORPHA:295059;-;-;-;-;-
ORPHA:295061;-;-;-;-;-
ORPHA:295063;-;-;-;-;-
ORPHA:295065;-;-;-;-;-
ORPHA:295067;-;-;-;-;-
ORPHA:295069;-;-;-;-;-
ORPHA:295071;-;-;-;-;-
ORPHA:295073;-;-;-;-;-
ORPHA:295075;-;-;-;-;-
ORPHA:295077;-;-;-;-;-
ORPHA:295079;-;-;-;-;-
ORPHA:295081;-;-;-;-;-
ORPHA:295083;-;-;-;-;-
ORPHA:295085;-;-;-;-;-
ORPHA:295087;-;-;-;-;-
ORPHA:295089;-;-;-;-;-
ORPHA:295091;-;-;-;-;-
ORPHA:295093;-;-;-;-;-
ORPHA:295095;-;-;-;-;-
ORPHA:295097;-;-;-;-;-
ORPHA:295099;-;-;-;-;-
ORPHA:295101;-;-;-;-;-
ORPHA:295103;-;-;-;-;-
ORPHA:295105;-;-;-;-;-
ORPHA:295107;-;-;-;-;-
ORPHA:295110;-;-;-;-;-
ORPHA:295112;-;-;-;-;-
ORPHA:295114;-;-;-;-;-
ORPHA:295116;-;-;-;-;-
ORPHA:295118;-;-;-;-;-
ORPHA:295120;-;-;-;-;-
ORPHA:295122;-;-;-;-;-
ORPHA:295124;-;-;-;-;-
ORPHA:295126;-;-;-;-;-
ORPHA:295128;-;-;-;-;-
ORPHA:295130;-;-;-;-;-
ORPHA:295132;-;-;-;-;-
ORPHA:295134;-;-;-;-;-
ORPHA:295136;-;-;-;-;-
ORPHA:295138;-;-;-;-;-
ORPHA:295140;-;-;-;-;-
ORPHA:295142;-;-;-;-;-
ORPHA:295144;-;-;-;-;-
ORPHA:295146;-;-;-;-;-
ORPHA:295148;-;-;-;-;-
ORPHA:295150;-;-;-;-;-
ORPHA:295152;-;-;-;-;-
ORPHA:295154;-;-;-;-;-
ORPHA:295159;-;-;-;-;-
ORPHA:295161;-;-;-;-;-
ORPHA:295163;-;-;-;-;-
ORPHA:295165;-;-;-;-;-
ORPHA:295167;-;-;-;-;-
ORPHA:295169;-;-;-;-;-
ORPHA:295171;-;-;-;-;-
ORPHA:295173;-;-;-;-;-
ORPHA:295175;-;-;-;-;-
ORPHA:295177;-;-;-;-;-
ORPHA:295179;-;-;-;-;-
ORPHA:295181;-;-;-;-;-
ORPHA:295183;-;-;-;-;-
ORPHA:295185;-;-;-;-;-
ORPHA:295187;-;609815;-;C1853294;Q70.3
ORPHA:295189;-;-;-;-;Q70.2
ORPHA:295191;-;-;-;-;Q70.2
ORPHA:295193;-;-;-;-;Q70.3
ORPHA:295195;-;186000;-;C1861367;Q70.2
ORPHA:295197;-;608180;-;C1842422;Q70.2
ORPHA:295199;-;610234;-;C1853255;Q70.2
ORPHA:295201;-;-;-;-;Q66.8
ORPHA:295203;-;-;-;-;Q66.8
ORPHA:295205;-;-;-;-;-
ORPHA:295207;-;-;-;-;-
ORPHA:295209;-;-;-;-;-
ORPHA:295211;-;-;-;-;-
ORPHA:295213;-;-;-;-;Q74.0
ORPHA:295215;-;-;-;-;Q74.0
ORPHA:295217;-;-;-;-;Q74.0
ORPHA:295219;-;-;-;-;Q74.0
ORPHA:295221;-;-;-;-;Q74.0
ORPHA:295223;-;-;-;-;Q74.0
ORPHA:295225;-;-;-;-;Q68.8
ORPHA:295227;-;-;-;-;Q68.8
ORPHA:295229;-;-;-;C0152235;Q68.2
ORPHA:295232;-;-;-;-;Q68.2
ORPHA:295234;-;-;-;-;-
ORPHA:295237;-;-;-;-;-
ORPHA:295239;-;-;-;-;Q74.0
ORPHA:295241;-;-;-;-;Q74.0
ORPHA:295243;-;-;-;-;Q74.2
ORPHA:295245;-;-;-;-;Q74.2
ORPHA:298644;-;-;-;-;-
ORPHA:300179;-;614557;-;-;Q79.6
ORPHA:300284;-;612394;-;C2676285;-
ORPHA:300293;-;614480;-;-;-
ORPHA:300298;-;615234;-;-;D64.0
ORPHA:300305;-;-;-;-;Q92.3
ORPHA:300313;-;614482;-;-;-
ORPHA:300319;-;614436;-;-;G60.0
ORPHA:300324;-;606445;-;C1847973;D72.8
ORPHA:300333;-;609057;-;C1836823;-
ORPHA:300337;-;-;-;-;-
ORPHA:300345;-;614420;-;-;M32.8
ORPHA:300359;-;614468;-;-;L50.2
ORPHA:300373;-;300942;-;-;E22.0
ORPHA:300382;-;616914;-;-;E88.1
ORPHA:300385;-;-;-;C0346300;C75.1
ORPHA:300493;-;-;-;-;-
ORPHA:300496;-;300868;-;-;Q87.8
ORPHA:300501;-;-;-;-;-
ORPHA:300504;-;-;-;-;-
ORPHA:300512;-;-;-;-;-
ORPHA:300515;-;-;-;-;-
ORPHA:300525;-;614495;-;-;I15.1
ORPHA:300530;-;614496;-;-;I15.1
ORPHA:300536;-;614507;-;-;E77.8
ORPHA:300547;-;143880;-;-;E83.5
ORPHA:300552;-;-;-;-;-
ORPHA:300557;-;-;10048853;C0262401;C24.1
ORPHA:300564;-;-;-;-;J84.1
ORPHA:300570;-;614039;-;-;Q04.3
ORPHA:300573;-;610031;-;-;Q04.3
ORPHA:300576;-;608615;-;C1837750;-
ORPHA:300579;-;-;10041932;C0854511;-
ORPHA:300605;-;614373;-;-;G12.2
ORPHA:300751;-;115200;-;-;I42.0
ORPHA:300755;-;-;-;-;-
ORPHA:300758;-;-;-;-;-
ORPHA:300763;-;-;-;-;-
ORPHA:300766;-;-;-;-;-
ORPHA:300842;-;-;-;-;-
ORPHA:300846;-;-;-;-;-
ORPHA:300849;-;-;-;-;C83.3
ORPHA:300857;-;-;-;C1321547;C83.3
ORPHA:300865;-;-;10065863;C1301362;C86.6
ORPHA:300869;-;-;-;-;C83.0
ORPHA:300878;-;-;10019054;C0349633;C91.4
ORPHA:300888;-;-;-;-;C83.3
ORPHA:300895;-;-;-;-;C84.6
ORPHA:300903;-;-;-;C1332078;C84.7
ORPHA:300912;-;-;-;C0242647;-
ORPHA:304055;-;-;-;C0032019;-
ORPHA:306431;-;-;-;-;D84.8
ORPHA:306436;-;-;-;-;E74.3
ORPHA:306446;-;-;-;-;E74.3
ORPHA:306462;-;-;-;-;E74.3
ORPHA:306474;-;-;-;-;E74.3
ORPHA:306486;-;-;-;-;E74.3
ORPHA:306498;-;-;-;C1959582;-
ORPHA:306504;-;614748;-;-;-
ORPHA:306507;-;614199;-;-;N04.8
ORPHA:306511;-;613647;-;-;G11.4
ORPHA:306516;-;-;-;-;E83.4
ORPHA:306519;-;-;-;-;-
ORPHA:306522;-;-;-;-;E83.4
ORPHA:306527;-;601471;-;C1832284;Q87.0
ORPHA:306530;-;604185;-;-;Q87.0
ORPHA:306539;-;-;-;-;-
ORPHA:306542;-;613456;-;-;-
ORPHA:306547;-;613730;-;-;-
ORPHA:306550;-;613759;-;-;-
ORPHA:306553;-;-;-;C0027123;-
ORPHA:306558;-;614231;-;-;-
ORPHA:306561;-;-;-;-;-
ORPHA:306566;-;-;-;-;-
ORPHA:306574;-;-;-;-;-
ORPHA:306577;-;615551;-;-;-
ORPHA:306588;-;145410;-;-;Q87.8
ORPHA:306597;-;300000;-;C2936904;Q87.8
ORPHA:306617;-;-;-;-;-
ORPHA:306633;-;-;-;C0750952;-
ORPHA:306636;-;-;-;C0023903;-
ORPHA:306640;-;-;-;-;-
ORPHA:306644;-;-;-;-;-
ORPHA:306648;-;-;-;C0339317;-
ORPHA:306658;-;610455;-;C1864861;M11.2
ORPHA:306661;-;617993;-;-;M11.2
ORPHA:306666;-;-;-;-;-
ORPHA:306669;-;-;-;-;G20
ORPHA:306674;-;606693;-;C1847640;G23.0
ORPHA:306679;-;-;-;-;-
ORPHA:306682;-;-;10058951;C0677050;T57.2
ORPHA:306686;-;-;-;C0393565;G21.2
ORPHA:306692;-;-;-;-;G21.2
ORPHA:306695;-;-;-;-;-
ORPHA:306708;-;-;-;-;-
ORPHA:306712;-;-;-;-;-
ORPHA:306715;-;-;-;C0008489;-
ORPHA:306719;-;-;-;-;-
ORPHA:306727;-;-;-;-;-
ORPHA:306731;-;-;10042732;C0152113;I02.9
ORPHA:306734;-;614588;-;-;G24.1
ORPHA:306741;-;-;-;-;-
ORPHA:306747;-;-;-;-;-
ORPHA:306750;-;-;-;-;-
ORPHA:306753;-;-;-;-;-
ORPHA:306756;-;-;-;-;-
ORPHA:306759;-;-;-;-;-
ORPHA:306762;-;-;-;-;-
ORPHA:306765;-;-;-;-;-
ORPHA:306768;-;-;-;-;-
ORPHA:306773;-;-;-;-;G25.8
ORPHA:306776;-;-;-;-;G25.8
ORPHA:307052;-;-;-;-;-
ORPHA:307055;-;-;-;-;-
ORPHA:307058;-;-;-;-;-
ORPHA:307061;-;-;-;-;-
ORPHA:307064;-;-;-;-;-
ORPHA:307067;-;-;-;-;-
ORPHA:307141;-;-;-;C0022584;Q82.8
ORPHA:307148;-;-;-;C0022584;Q82.8
ORPHA:307711;-;-;-;-;Q82.8
ORPHA:307766;-;607656;-;C1843291;Q82.8
ORPHA:307773;-;-;-;-;Q82.8
ORPHA:307804;-;-;-;-;Q82.8
ORPHA:307837;-;-;-;-;Q82.8
ORPHA:307846;-;-;-;-;Q82.8
ORPHA:307871;-;-;-;-;Q82.8
ORPHA:307936;-;607658;-;C1843285;Q82.8
ORPHA:307967;-;-;-;C1274216;Q82.8
ORPHA:307995;-;-;-;-;Q82.8
ORPHA:308013;-;-;-;C1302839;Q82.8
ORPHA:308023;-;-;-;-;-
ORPHA:308031;-;-;-;-;-
ORPHA:308041;-;-;-;-;-
ORPHA:308166;-;-;-;-;Q82.8
ORPHA:308380;-;277410;-;C1848552;E72.1
ORPHA:308386;-;252150;-;C1854988;E72.1
ORPHA:308393;-;252160;-;C1854989;E72.1
ORPHA:308400;-;615501;-;C1854990;E72.1
ORPHA:308407;-;-;-;C0342707;-
ORPHA:308410;-;614923;-;-;E71.1
ORPHA:308425;-;251120;-;C1855100;E71.1
ORPHA:308442;-;277410;-;C1848552;E71.1
ORPHA:308448;-;-;-;-;-
ORPHA:308451;-;-;-;-;E72.0
ORPHA:308459;-;-;-;-;-
ORPHA:308463;-;-;-;C0342744;E74.1
ORPHA:308467;-;-;-;C0342745;E74.2
ORPHA:308473;-;-;-;-;E74.2
ORPHA:308487;-;-;-;-;E74.2
ORPHA:308520;-;-;-;-;E74.0
ORPHA:308552;-;-;-;C3888924;E74.0
ORPHA:308573;-;-;-;-;-
ORPHA:308604;-;-;-;-;-
ORPHA:308621;-;232500;-;-;E74.0
ORPHA:308638;-;232500;-;-;E74.0
ORPHA:308655;-;232500;-;C1856303;E74.0
ORPHA:308670;-;232500;-;C1856304;E74.0
ORPHA:308684;-;232500;10053250;C0017922;E74.0
ORPHA:308698;-;232500;-;C1856305;E74.0
ORPHA:308712;-;232500;-;-;E74.0
ORPHA:308993;-;-;-;C0268418;-
ORPHA:308998;-;-;-;-;-
ORPHA:309001;-;-;-;-;-
ORPHA:309005;-;-;10061227;C0154251;-
ORPHA:309015;-;238600;-;C0023817;E78.3
ORPHA:309020;-;207750;-;C1720779;E78.3
ORPHA:309025;-;-;10072221;C1959626;-
ORPHA:309028;-;-;-;-;-
ORPHA:309031;-;614338;-;C0268240;K90.3
ORPHA:309108;-;614338;-;C0268241;K90.3
ORPHA:309111;-;614338;-;-;K90.3
ORPHA:309115;-;-;-;-;E71.3
ORPHA:309120;-;-;-;C0268635;E71.3
ORPHA:309127;-;-;-;C1291230;E71.3
ORPHA:309130;-;-;-;-;E71.3
ORPHA:309133;-;-;-;-;E71.3
ORPHA:309136;-;-;-;-;-
ORPHA:309139;-;-;-;-;-
ORPHA:309144;-;-;-;C0017083;E75.1
ORPHA:309147;-;237400;-;C0268630;E79.8
ORPHA:309152;-;-;-;C0268274;E75.0
ORPHA:309155;-;268800;-;C0751490;E75.0
ORPHA:309162;-;268800;-;C0751491;E75.0
ORPHA:309169;-;268800;-;C0751489;E75.0
ORPHA:309178;-;-;-;-;E75.0
ORPHA:309185;-;-;-;-;E75.0
ORPHA:309192;-;-;-;C1848914;E75.0
ORPHA:309239;-;-;-;C1848916;E75.0
ORPHA:309246;-;272750;-;C0268275;E75.0
ORPHA:309252;-;610539;-;C1864651;E75.2
ORPHA:309256;-;-;-;C0751278;E75.2
ORPHA:309263;-;-;-;C0751276;E75.2
ORPHA:309271;-;-;-;C0751279;E75.2
ORPHA:309279;-;-;-;-;E77.0
ORPHA:309282;-;-;-;-;E77.1
ORPHA:309288;-;-;-;-;E77.1
ORPHA:309294;-;-;10058800;-;E77.1
ORPHA:309297;-;253000;-;C0086651;E76.2
ORPHA:309310;-;253010;-;C0086652;E76.2
ORPHA:309319;-;-;-;C0342851;E77.8
ORPHA:309324;-;269920;10067532;C1096902;E77.8
ORPHA:309331;-;-;-;-;E77.8
ORPHA:309334;-;604369;10067531;C1096903;E77.8
ORPHA:309337;-;-;-;-;E74.0
ORPHA:309340;-;-;-;-;-
ORPHA:309347;-;-;-;-;E77.8
ORPHA:309447;-;-;-;-;E77.8
ORPHA:309450;-;-;-;-;E77.8
ORPHA:309458;-;-;-;-;E77.8
ORPHA:309463;-;-;-;-;E77.8
ORPHA:309469;-;-;-;-;E77.8
ORPHA:309505;-;-;-;-;E77.8
ORPHA:309515;-;-;-;-;E77.8
ORPHA:309526;-;-;-;-;E77.8
ORPHA:309568;-;-;-;-;E77.8
ORPHA:309778;-;-;-;-;E77.8
ORPHA:309789;-;215100;-;C1859133;Q77.3
ORPHA:309796;-;222765;-;C1857242;Q77.3
ORPHA:309803;-;600121;-;C1838612;Q77.3
ORPHA:309810;-;-;-;-;-
ORPHA:309813;-;-;-;-;E80.7
ORPHA:309816;-;-;-;-;-
ORPHA:309819;-;-;-;-;-
ORPHA:309824;-;-;-;-;-
ORPHA:309827;-;-;-;-;-
ORPHA:309830;-;-;-;C0342685;-
ORPHA:309833;-;-;-;-;-
ORPHA:309836;-;-;-;-;E83.5
ORPHA:309839;-;-;10061091;C0012714;E83.0
ORPHA:309842;-;-;-;-;E83.1
ORPHA:309845;-;-;10048260;C0268085;E83.2
ORPHA:309848;-;-;-;-;E83.4
ORPHA:309851;-;-;-;-;E83.8
ORPHA:309854;-;613280;-;C2750442;-
ORPHA:310050;-;-;-;C0001175;-
ORPHA:313772;-;614487;-;-;G11.4
ORPHA:313781;-;-;-;-;Q93.5
ORPHA:313795;-;251255;-;C0796063;-
ORPHA:313800;-;614979;-;-;-
ORPHA:313808;-;221820;-;C3711381;E75.2
ORPHA:313838;-;617341;-;C2677299;H35.0
ORPHA:313846;-;614564;-;-;-
ORPHA:313850;-;614559;-;-;E88.8
ORPHA:313855;-;614592;-;-;-
ORPHA:313884;-;616803;-;-;Q93.5
ORPHA:313892;-;616803;-;-;-
ORPHA:313906;-;-;-;C0341480;Q45.2
ORPHA:313920;-;-;-;-;C16.2
ORPHA:313936;-;-;-;-;-
ORPHA:313947;-;-;-;-;Q92.3
ORPHA:314002;-;-;-;-;-
ORPHA:314017;-;-;-;-;H16.3
ORPHA:314022;-;-;-;-;-
ORPHA:314029;-;-;-;-;Q78.0
ORPHA:314034;-;-;-;-;Q92.3
ORPHA:314041;-;-;-;-;-
ORPHA:314051;-;614924;-;-;G31.8
ORPHA:314373;-;614616;-;-;P78.3
ORPHA:314376;-;614665;-;-;P76.0
ORPHA:314381;-;614653;-;-;G60.8
ORPHA:314389;-;-;-;-;Q99.8
ORPHA:314394;-;614813;-;-;Q87.1
ORPHA:314399;-;614675;-;-;D61.0
ORPHA:314404;-;604121;-;-;-
ORPHA:314419;-;-;10066796;C0002448;D16.4
ORPHA:314422;-;-;-;C1314678;C41.1
ORPHA:314425;-;-;-;-;-
ORPHA:314432;-;-;-;-;K43.6
ORPHA:314451;-;-;10027139;C0025184;D27
ORPHA:314459;-;-;-;-;D27
ORPHA:314466;-;-;-;-;D27
ORPHA:314473;-;-;10064257;C0149951;D27
ORPHA:314478;-;-;-;-;D27
ORPHA:314485;-;614881;-;-;G12.2
ORPHA:314555;-;611174;-;C1970027;-
ORPHA:314566;-;-;-;-;-
ORPHA:314572;-;-;-;-;-
ORPHA:314575;-;-;-;-;-
ORPHA:314585;-;614846;-;-;Q87.3
ORPHA:314588;-;614846;-;-;Q99.8
ORPHA:314597;-;604213;-;C1858695;-
ORPHA:314603;-;611390;-;C1969645;G11.4
ORPHA:314613;-;-;-;-;-
ORPHA:314621;-;-;-;-;Q89.2
ORPHA:314629;-;614706;-;-;E75.4
ORPHA:314632;-;606693;-;-;E75.4
ORPHA:314637;-;614702;-;-;I42.2
ORPHA:314647;-;614756;-;-;G11.0
ORPHA:314652;-;-;-;-;E85.1
ORPHA:314655;-;-;-;-;Q93.5
ORPHA:314662;-;-;-;-;-
ORPHA:314667;-;614727;-;-;E77.8
ORPHA:314679;-;601390;-;C1832390;-
ORPHA:314684;-;-;-;-;C85.7
ORPHA:314689;-;614868;-;-;D81.8
ORPHA:314697;-;-;-;C0151860;G93.0
ORPHA:314701;-;254500;-;-;E85.3
ORPHA:314709;-;-;-;-;E85.4
ORPHA:314718;-;614437;-;-;-
ORPHA:314721;-;125400;-;-;K00.5
ORPHA:314749;-;-;-;-;-
ORPHA:314753;-;-;-;C0854486;-
ORPHA:314759;-;-;-;C0346305;-
ORPHA:314769;-;-;-;-;D35.2
ORPHA:314777;-;102200;-;C1863340;D35.2
ORPHA:314786;-;-;-;-;D35.2
ORPHA:314790;-;-;-;-;D35.2
ORPHA:314795;-;300582;-;-;Q87.1
ORPHA:314802;-;604271;-;-;E34.3
ORPHA:314811;-;615925;-;-;E34.3
ORPHA:314822;-;-;-;-;N25.8
ORPHA:314889;-;-;-;-;N25.8
ORPHA:314911;-;271900;-;C0751666;E75.2
ORPHA:314918;-;271900;-;C0751667;E75.2
ORPHA:314928;-;-;10029773;C0020258;G91.2
ORPHA:314946;-;-;-;C0275715;A31.8
ORPHA:314950;-;-;-;-;D47.5
ORPHA:314962;-;-;-;-;D47.5
ORPHA:314970;-;-;-;-;D47.5
ORPHA:314978;-;300703;-;-;G11.0
ORPHA:314993;-;608227;-;-;-
ORPHA:315306;-;-;-;-;E25.0
ORPHA:315311;-;-;-;-;E25.0
ORPHA:315350;-;-;-;-;-
ORPHA:316226;-;-;-;C1849156;G11.4
ORPHA:316235;-;-;-;-;G11.4
ORPHA:316240;-;-;-;-;G11.8
ORPHA:316244;-;-;-;-;Q93.5
ORPHA:317416;-;-;-;-;D81.2
ORPHA:317419;-;-;-;-;D81.1
ORPHA:317425;-;615966;-;-;D81.1
ORPHA:317428;-;612782;-;-;D81.8
ORPHA:317430;-;612783;-;-;D81.8
ORPHA:317473;-;616873;-;-;D81.8
ORPHA:317476;-;300853;-;-;D81.8
ORPHA:319160;-;614807;-;-;G71.2
ORPHA:319171;-;-;-;-;Q93.5
ORPHA:319182;-;605130;-;C1854630;Q87.1
ORPHA:319189;-;614937;-;-;G25.3
ORPHA:319192;-;-;-;-;Q04.8
ORPHA:319195;-;-;-;-;Q77.6
ORPHA:319199;-;614898;-;-;G11.4
ORPHA:319205;-;-;-;-;E27.4
ORPHA:319213;-;-;-;-;A96.8
ORPHA:319218;-;-;10014071;C0282687;A98.4
ORPHA:319223;-;-;-;C0019097;A96.0
ORPHA:319229;-;-;10005932;C0282192;A96.1
ORPHA:319234;-;-;-;C0042470;A96.8
